0 1.0
1 0.522589089363
2 -0.389308272389
3 -0.895782254499
4 -0.572051457142
5 0.240114856037
6 0.786120941872
7 0.597007329252
8 -0.111442599127
9 -0.674981899419
10 -0.601221022394
11 0.00306718847795
12 0.565652224465
13 0.588337985513
14 0.0857464170887
15 -0.460774010962
16 -0.56180731371
17 -0.156131439162
18 0.362389492992
19 0.524823642194
20 0.209516316505
21 -0.271994301084
22 -0.480286485799
23 -0.247532385942
24 0.190595913967
25 0.430774966303
26 0.271932785887
27 -0.118774776064
28 -0.378535824781
29 -0.284522751274
30 0.0567459371845
31 0.325482636494
32 0.28710112861
33 -0.00441944523613
34 -0.273204218948
35 -0.281412666092
36 -0.0385419226507
37 0.222980338285
38 0.269110421717
39 0.0726686764559
40 -0.175802964352
